leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0432,Lead from GlobalTrade,John,Jones,CEO,GlobalTrade,john.davis@company.com,+1-555-5659,3,82530,3,nonprofit,10/24/2025 10:09,10/30/2025 14:09,13,10,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,47,41
LEAD-0433,Lead from ManuFact,David,Garcia,IT Director,DataSystems,jane.rodriguez@company.com,+1-555-6131,8,188284,2,profit,09/27/2025 10:09,10/06/2025 22:09,2,1000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,74,65
LEAD-0434,Lead from HealthInc,Lisa,Miller,Marketing Manager,FinancePlus,jane.brown@company.com,+1-555-7043,9,169165,3,nonprofit,10/12/2025 10:09,10/22/2025 13:09,1,10,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,59,49
LEAD-0435,Lead from GlobalTrade,Tom,Jones,VP Sales,FinancePlus,rachel.davis@company.com,+1-555-2964,3,61292,2,profit,10/15/2025 10:09,10/20/2025 22:09,11,50,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,56,51
LEAD-0436,Lead from CloudServices,David,Garcia,Sales Director,RetailHub,jane.jones@company.com,+1-555-5853,2,158342,3,nonprofit,09/13/2025 10:09,09/24/2025 18:09,12,5000,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,88,77
LEAD-0437,Lead from RetailHub,Emma,Miller,Marketing Manager,CloudServices,jane.garcia@company.com,+1-555-4418,10,103973,3,profit,10/16/2025 10:09,10/27/2025 21:09,17,5000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,55,44
LEAD-0438,Lead from CloudServices,Rachel,Rodriguez,Marketing Manager,DataSystems,sarah.johnson@company.com,+1-555-5552,7,131743,3,nonprofit,10/11/2025 10:09,10/31/2025 17:09,6,250,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,60,40
LEAD-0439,Lead from ManuFact,John,Davis,VP Marketing,CloudServices,lisa.jones@company.com,+1-555-2938,9,76755,2,profit,09/25/2025 10:09,10/04/2025 13:09,3,500,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,76,67
LEAD-0440,Lead from ConsultGroup,Jane,Smith,Director of Operations,DataSystems,sarah.jones@company.com,+1-555-4103,7,105591,2,nonprofit,10/04/2025 10:09,10/13/2025 15:09,6,10000,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,67,58
LEAD-0441,Lead from HealthInc,Sarah,Johnson,CEO,TechCorp,rachel.jones@company.com,+1-555-4911,2,188821,3,profit,10/14/2025 10:09,10/25/2025 14:09,18,25,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,57,46
LEAD-0442,Lead from CloudServices,Sarah,Williams,Marketing Manager,ConsultGroup,david.martinez@company.com,+1-555-5718,1,109366,3,nonprofit,10/14/2025 10:09,11/03/2025 15:09,4,50,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,57,37
LEAD-0443,Lead from FinancePlus,Lisa,Davis,VP Sales,TechCorp,emma.miller@company.com,+1-555-6473,1,174979,3,profit,09/29/2025 10:09,10/10/2025 13:09,6,250,"['send_introduction_email','send_followup_email','configuration_issue_inbound_email','send_configuration_steps_and_walkthrough_suggestion_email','demo_call','payment_info_and_user_access_query_inbound_email','send_detailed_guide_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,30,16,16,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,31,0,22,0)},{'type':'configuration_issue_inbound_email','timestamp':datetime.datetime(2025,11,1,0,29,0)},{'type':'send_configuration_steps_and_walkthrough_suggestion_email','timestamp':datetime.datetime(2025,11,3,12,34,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,19,30,0)},{'type':'payment_info_and_user_access_query_inbound_email','timestamp':datetime.datetime(2025,11,7,16,13,0)},{'type':'send_detailed_guide_email','timestamp':datetime.datetime(2025,11,11,0,57,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,13,11,13,0)}]",11/13/2025 11:13,1,72,61
